"Story","Title","Result","Date","Stability","Duration (s)"
"Consultar ventas en la página Sport10","Validar que el administrador pueda consultar las ventas","FAILURE","2025-11-30T22:14:35.3689468-05:00[America/Bogota]","0.0","11.33"
