"Story","Title","Result","Date","Stability","Duration (s)"
"Registrar un usuario en pagina web de Sport10","Verificar el registro exitoso de un nuevo usuario","SUCCESS","2025-12-05T13:05:07.1715361-05:00[America/Bogota]","0.0","46.24"
